,NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS.1,DESCR_TIPO_PESSOA,CONT_PESSOA,SEXO_PESSOA,IDADE_PESSOA,COR,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
1901,5,2014,210106,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,06 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,09/01/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,AL DINO BUENO,1,C,Testemunha,2,M,46.0,Branca,POLICIAL CIVIL,Superior completo
1902,5,2014,280401,DEMACRO,DEL.SEC.CARAPICUIBA,DISE- DEL.SEC.CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.BARUERI,2014,3,27/03/2014,14:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-234.907.952,-4.689.017.952,BARUERI,RUA MARIA HELENA,42,C,Condutor,1,M,35.0,,POLICIAL CIVIL,2 Grau completo
1903,5,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,2014,1,06/01/2014,20:30,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.330.924.825,-4.672.190.074,FRANCO DA ROCHA,EST DA PARADINHA,0,C,Adolescente infrator,1,M,16.0,Branca,,1 Grau completo
1904,5,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,2014,1,06/01/2014,20:30,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.330.924.825,-4.672.190.074,FRANCO DA ROCHA,EST DA PARADINHA,0,C,Curador,3,M,36.0,,AJUDANTE,1 Grau incompleto
1905,6,2014,10211,DECAP,DEL.SEC.6 SANTO AMARO,11 D.P. SANTO AMARO,DECAP,DEL.SEC.6 SANTO AMARO,11 D.P. SANTO AMARO,2014,1,01/01/2014,02:40,C,Roubo (art. 157),,VEICULO,-2.365.233.516,-4.670.411.386,S.PAULO,R SAO BENEDITO,1,C,Autor,2,M,,Parda,,
1906,6,2014,10225,DECAP,DEL.SEC.6 SANTO AMARO,25 D.P. PARELHEIROS,DECAP,DEL.SEC.6 SANTO AMARO,25 D.P. PARELHEIROS,2014,1,01/01/2014,20:00,C,Lesao corporal (art. 129),,,-2.388.022.047,-4.665.899.354,S.PAULO,R JOAO DE BARRO,7,C,Autor,2,F,35.0,Branca,DO LAR,
1907,6,2014,10310,DECAP,DEL.SEC.5 LESTE,56 D.P. VILA ALPINA,DECAP,DEL.SEC.2 SUL,17 D.P. DOUTOR ALDO GALIANO,2014,1,01/01/2014,03:30,C,Roubo (art. 157),,VEICULO,-2.359.237.419,-465.975.817,S.PAULO,R DAS JUNTAS PROVISORIAS,600,C,Indiciado,5,M,18.0,Parda,,
1908,6,2014,10310,DECAP,DEL.SEC.5 LESTE,56 D.P. VILA ALPINA,DECAP,DEL.SEC.2 SUL,17 D.P. DOUTOR ALDO GALIANO,2014,1,01/01/2014,03:30,C,Roubo (art. 157),,VEICULO,-2.359.237.419,-465.975.817,S.PAULO,R DAS JUNTAS PROVISORIAS,600,C,Vitima,1,M,40.0,Branca,ENGENHEIRO(A),Superior completo
1909,6,2014,10326,DECAP,DEL.SEC.7 ITAQUERA,63 D.P. VILA JACUI,DECAP,DEL.SEC.7 ITAQUERA,103 D.P. COHABII/ITAQU.,2014,1,01/01/2014,01:46,C,Homicidio simples (art. 121),,,-2.354.465.164,-464.279.808,S.PAULO,R IRMAO FABIANO,72,C,Indiciado,5,F,23.0,Parda,AJUDANTE GERAL,1 Grau completo
1910,6,2014,10326,DECAP,DEL.SEC.7 ITAQUERA,63 D.P. VILA JACUI,DECAP,DEL.SEC.7 ITAQUERA,103 D.P. COHABII/ITAQU.,2014,1,01/01/2014,01:46,C,Homicidio simples (art. 121),,,-2.354.465.164,-464.279.808,S.PAULO,R IRMAO FABIANO,72,C,Vitima,6,F,18.0,Branca,NAO INFORMADA,Analfabeto
1911,6,2014,10335,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,1,01/01/2014,06:40,C,Lesao corporal (art. 129),,,-2.346.036.542,-4.668.446.891,S.PAULO,AV DEPUTADO CANTIDIO SAMPAIO,2253,C,Autor,2,M,,Preta,,
1912,6,2014,10336,DECAP,DEL.SEC.4 NORTE,73 D.P. JACANA,DECAP,DEL.SEC.4 NORTE,19 D.P. VILA MARIA,2014,1,01/01/2014,02:08,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-2.350.245.545,-465.909.441,S.PAULO,AV ALBERTO BYINGTON,1500,C,Vitima,4,M,13.0,Parda,,
1913,13,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.6 SANTO AMARO,100 D.P. JDIM HERCULANO,2014,1,04/01/2014,23:00,C,Roubo (art. 157),,VEICULO,-2.371.286.115,-4.678.186.771,S.PAULO,EST DO M BOI MIRIM,10000,C,Vitima,12,F,16.0,Branca,,2 Grau incompleto
1914,13,2014,200100,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP DIV. HOMICIDIOS,DECAP,DEL.SEC.6 SANTO AMARO,100 D.P. JDIM HERCULANO,2014,1,04/01/2014,23:00,C,Roubo (art. 157),,VEICULO,-2.371.286.115,-4.678.186.771,S.PAULO,EST DO M BOI MIRIM,10000,C,Vitima,13,M,40.0,Parda,COZINHEIRO(A),1 Grau completo
1915,13,2014,210106,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,06 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,2014,1,16/01/2014,19:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,,,S.PAULO,EST DE TAIPAS,1940,C,Testemunha,3,M,45.0,,POLICIAL,Superior completo
1916,13,2014,280102,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,DISE- DEL.SEC.S.BERNARDO CPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,02 D.P. S.BERNARDO DO CAMPO,2014,1,15/01/2014,17:30,C,Roubo (art. 157),,ESTABELECIMENTO COMERCIAL,-2.366.610.183,-4.655.943.713,S.BERNARDO DO CAMPO,ITAGUACU,501,C,Representante,7,F,57.0,,OPERADOR DE CAIXA,Superior completo
1917,13,2014,280301,DEMACRO,DEL.SEC.DIADEMA,DISE- DEL.SEC.DIADEMA,DEMACRO,DEL.SEC.DIADEMA,04 D.P. DIADEMA,2014,1,27/01/2014,15:20,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.372.373.681,-4.661.841.507,DIADEMA,R GEORGES GEBRAIL,0,C,Testemunha,3,M,31.0,Branca,POLICIAL CIVIL,Superior incompleto
1918,13,2014,280309,DEMACRO,DEL.SEC.DIADEMA,DICMA-DEL MEIO AMB. DIADEMA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.SEC.TABOAO DA SERRA,2014,5,19/05/2014,19:30,C,Roubo (art. 157),,VEICULO,-2.360.702.288,-4.676.258.787,TABOAO DA SERRA,RUA JOSE MARI,300,C,Vitima,1,F,44.0,Branca,BANCARIO(A),Superior completo
1919,13,2014,280309,DEMACRO,DEL.SEC.DIADEMA,DICMA-DEL MEIO AMB. DIADEMA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.SEC.TABOAO DA SERRA,2014,5,19/05/2014,19:30,C,Roubo (art. 157),caput. Subtrair coisa movel alheia mediante grave ameaca ou violencia a pessoa,TRANSEUNTE,-2.360.702.288,-4.676.258.787,TABOAO DA SERRA,RUA JOSE MARI,300,C,Indiciado,2,M,,Branca,,
1920,13,2015,20109,DECAP,DEL.SEC.4 NORTE,09 D.P. - CARANDIRU,DECAP,DEL.SEC.4 NORTE,13 D.P. CASA VERDE,2014,1,04/01/2014,,C,Furto qualificado (art. 155 4o.),,INTERIOR DE VEICULO,-2.351.635.869,-4.662.580.696,S.PAULO,RUA MARECHAL ODYLIO DENNYS,61,C,Indiciado,2,I,,,,
1921,14,2014,10202,DECAP,DEL.SEC.2 SUL,02 DEL.DEF.MUL. SUL,DECAP,DEL.SEC.2 SUL,83 D.P. PARQUE BRISTOL,2014,1,01/01/2014,22:00,C,Lesao corporal (art. 129),,,-2.363.548.626,-4.661.828.026,S.PAULO,R MARIA LIGIA,38,C,Autor,2,M,35.0,Branca,AUTONOMO(A),
1922,14,2014,10302,DECAP,DEL.SEC.3 OESTE,03 DEL.DEF.MUL. OESTE,DECAP,DEL.SEC.3 OESTE,75 D.P. JARDIM ARPOADOR,2014,1,01/01/2014,22:30,C,Lesao corporal (art. 129),,,-2.360.307.768,-4.678.206.199,S.PAULO,R CARLOS FARIA,646,C,Vitima,1,F,17.0,Parda,AUXILIAR ADMINISTRATIVO,1 Grau completo
1923,14,2014,10353,DECAP,DEL.SEC.8 SAO MATEUS,53 D.P. PARQUE DO CARMO,DECAP,DEL.SEC.8 SAO MATEUS,53 D.P. PARQUE DO CARMO,2014,1,01/01/2014,11:22,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),,,-235.686.967,-464.754.106,S.PAULO,AV MARIA LUIZA AMERICANO,1532,C,Vitima,3,M,28.0,Preta,MUSICO(A),2 Grau completo
1924,14,2014,10356,DECAP,DEL.SEC.3 OESTE,89 D.P. JARDIM TABOAO,DECAP,DEL.SEC.3 OESTE,37 D.P. CAMPO LIMPO,2014,1,01/01/2014,05:57,C,Lesao corporal (art. 129),,,-2.363.284.126,-4.677.269.197,S.PAULO,EST DO CAMPO LIMPO,3300,C,Vitima,1,M,78.0,Preta,,
1925,6,2014,10337,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,2014,1,01/01/2014,16:30,C,Furto (art. 155),,INTERIOR DE VEICULO,-2.344.608.158,-4.670.490.143,S.PAULO,AV DEPUTADO CANTIDIO SAMPAIO,4500,C,Vitima,1,M,28.0,Branca,MOTORISTA,2 Grau completo
1926,6,2014,10351,DECAP,DEL.SEC.3 OESTE,51 D.P. RIO PEQUENO,DECAP,DEL.SEC.3 OESTE,51 D.P. RIO PEQUENO,2014,1,01/01/2014,22:00,C,Roubo (art. 157),,OUTROS,-2.358.222.516,-4.673.835.298,S.PAULO,R GASTAO DO REGO MONTEIRO,569,C,Autor,3,M,,Parda,,
1927,6,2014,10356,DECAP,DEL.SEC.3 OESTE,89 D.P. JARDIM TABOAO,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,2014,1,01/01/2014,00:42,C,Roubo (art. 157),,CONDOMINIO RESIDENCIAL,,,S.PAULO,,,C,Vitima,3,M,25.0,Parda,PORTEIRO(A),2 Grau incompleto
1928,6,2014,10374,DECAP,DEL.SEC.6 SANTO AMARO,101 D.P. JDIM IMBUIAS,DECAP,DEL.SEC.6 SANTO AMARO,85 D.P. JARDIM MIRNA,2014,1,01/01/2014,03:30,C,Roubo (art. 157),,VEICULO,-2.373.329.173,-4.669.824.186,S.PAULO,AV SEN TEOTONIO VILELA,1,C,Autor,1,M,19.0,Parda,,
1929,6,2014,20224,DECAP,DEL.SEC.7 ITAQUERA,24 D.P. PONTE RASA,DECAP,DEL.SEC.5 LESTE,10 D.P. PENHA DE FRANCA,2014,1,01/01/2014,04:30,C,Roubo (art. 157),,VEICULO,-2.352.157.644,-4.653.508.928,S.PAULO,R CEL MEIRELES,200,C,Autor,1,M,18.0,Parda,,
1930,6,2014,20231,DECAP,DEL.SEC.5 LESTE,31 D.P. VILA CARRAO,DECAP,DEL.SEC.5 LESTE,31 D.P. VILA CARRAO,2014,1,01/01/2014,10:00,C,Lesao corporal (art 129_9),,,-2.354.630.142,-465.334.089,S.PAULO,PC HAROLDO DALTRO,512,C,Vitima,1,F,71.0,Branca,APOSENTADO(A),1 Grau incompleto
1931,6,2014,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,2014,1,01/01/2014,05:00,C,Lesao corporal (art. 129),,,-2.370.642.236,-4.654.377.388,S.BERNARDO DO CAMPO,R PRINCESA FRANCISCA CAROLINA,710,C,Condutor,1,M,37.0,,POLICIAL MILITAR,2 Grau completo
1932,6,2014,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,2014,1,01/01/2014,05:00,C,Lesao corporal (art. 129),,,-2.370.642.236,-4.654.377.388,S.BERNARDO DO CAMPO,R PRINCESA FRANCISCA CAROLINA,710,C,Indiciado,3,M,23.0,Parda,,1 Grau completo
1933,6,2014,30117,DEMACRO,DEL.SEC.SANTO ANDRE,DEL.POL.RIBEIRAO PIRES,DEMACRO,DEL.SEC.SANTO ANDRE,DEL.POL.RIBEIRAO PIRES,2014,1,01/01/2014,10:30,C,Roubo (art. 157),,VEICULO,-2.349.830.189,-4.631.989.533,RIBEIRAO PIRES,EST SETE CRUZES,0,C,Indiciado,4,M,,Branca,,
1934,6,2014,30201,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,DEMACRO,DEL.SEC.GUARULHOS,DEL.POL.ARUJA,2014,1,01/01/2014,09:00,C,Lesao corporal (art 129_9),,,-2.354.732.835,-46.308.956,ARUJA,R SERRA DO JARI,142,C,Autor,2,M,27.0,Parda,AJUDANTE GERAL,2 Grau completo
1935,6,2014,30212,DEMACRO,DEL.SEC.GUARULHOS,04 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,04 D.P. GUARULHOS,2014,1,01/01/2014,,C,Lesao corporal (art. 129),,,-2.343.061.077,-4.640.577.847,GUARULHOS,EST DO CAMINHO VELHO,436,C,Autor/Vitima,3,M,28.0,Outros,AJUDANTE,2 Grau completo
1936,6,2014,30301,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.BIRITIBA MIRIM,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.BIRITIBA MIRIM,2014,1,02/01/2014,17:30,C,Lesao corporal (art. 129),,,-2.353.974.835,-4.628.079.106,BIRITIBA-MIRIM,VIELA A,26,C,Vitima,1,F,16.0,Branca,ESTUDANTE,1 Grau completo
1937,6,2014,30427,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,01 D.P. CARAPICUIBA,2014,1,01/01/2014,01:23,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,ESTABELECIMENTO COMERCIAL,-2.354.186.063,-4.682.367.605,CARAPICUIBA,EST DO GUATAMBU,341,C,Averiguado,3,M,25.0,Parda,DESEMPREGADO,1 Grau incompleto
1938,6,2014,30433,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,2014,1,03/01/2014,11:16,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.353.150.949,-4.682.189.706,CARAPICUIBA,AV AMAZONAS,0,C,Adolescente infrator,1,M,15.0,Branca,,1 Grau completo
1939,6,2014,30433,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,2014,1,03/01/2014,11:16,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.353.150.949,-4.682.189.706,CARAPICUIBA,AV AMAZONAS,0,C,Condutor,3,M,21.0,,POLICIAL MILITAR,2 Grau completo
1940,6,2014,30433,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,03 D.P. CARAPICUIBA,2014,1,03/01/2014,11:16,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.353.150.949,-4.682.189.706,CARAPICUIBA,AV AMAZONAS,0,C,Curador,2,F,31.0,,EMPREGADO DOMESTICO,1 Grau completo
1941,6,2014,30615,DEMACRO,DEL.SEC.FRANCO DA ROCHA,01 D.P. CAIEIRAS,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.S.LOURENCO DA SERRA,2014,1,03/01/2014,03:30,C,Roubo (art. 157),,OUTROS,-2.363.194.561,-4.633.223.426,S.LOURENCO DA SERRA,RODOVIA REGIS BITTENCOURT,0,C,Vitima,2,F,48.0,Parda,AUXILIAR DE LIMPEZA,1 Grau incompleto
1942,6,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,20/01/2014,15:30,C,A.I.-Furto qualificado (art. 155 4o.),,,-2.354.216.213,-4.664.067.057,S.PAULO,AV SAO JOAO,674,C,Curador,10,F,43.0,Preta,DAMA DE COMPANHIA,1 Grau completo
1943,6,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,20/01/2014,15:30,C,Furto qualificado (art. 155 4o.),,OUTROS,-2.354.216.213,-4.664.067.057,S.PAULO,AV SAO JOAO,674,C,Adolescente infrator,7,M,17.0,Parda,EMPACOTADOR,1 Grau incompleto
1944,6,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,20/01/2014,15:30,C,Furto qualificado (art. 155 4o.),,OUTROS,-2.354.216.213,-4.664.067.057,S.PAULO,AV SAO JOAO,674,C,Indiciado,5,M,47.0,Preta,AUTONOMO(A),1 Grau incompleto
1945,6,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,20/01/2014,15:30,C,Furto qualificado (art. 155 4o.),,OUTROS,-2.354.216.213,-4.664.067.057,S.PAULO,AV SAO JOAO,674,C,Indiciado,6,M,29.0,Branca,VENDEDOR(A),1 Grau completo
1946,6,2014,140701,DEIC,DISCCPAT - DIV. INV.CRIMES C. PATRIMONIO,DEIC-5 DELEGACIA DA DISCCPAT,DECAP,DEL.SEC.1 CENTRO,03 D.P. CAMPOS ELISEOS,2014,1,20/01/2014,15:30,C,Furto qualificado (art. 155 4o.),,OUTROS,-2.354.216.213,-4.664.067.057,S.PAULO,AV SAO JOAO,674,C,Testemunha,1,F,36.0,Branca,GERENTE,Superior completo
1947,6,2014,270101,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.DEF.MUL. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,02/01/2014,08:00,C,Estupro de vulneravel (art.217-A),,,-2.363.458.787,-4.679.767.987,TABOAO DA SERRA,AV JOSE PARIS,124,C,Declarante,2,F,20.0,,DO LAR,2 Grau incompleto
1948,6,2014,270109,DEMACRO,DEL.SEC.TABOAO DA SERRA,SETOR HOM.SEC. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,2,07/02/2014,06:45,C,Roubo (art. 157),3o. Se da violencia resulta morte:,TRANSEUNTE,-2.362.007.335,-4.678.123.039,TABOAO DA SERRA,AV LAURITA ORTEGA MARI,831,C,Indiciado,5,M,,,,
1949,14,2014,10362,DECAP,DEL.SEC.8 SAO MATEUS,69 D.P. TEOTONIO VILELA,DECAP,DEL.SEC.8 SAO MATEUS,69 D.P. TEOTONIO VILELA,2014,1,01/01/2014,06:40,C,Roubo (art. 157),,VEICULO,-2.360.672.572,-4.650.753.639,S.PAULO,AV SAPOPEMBA,10455,C,Indiciado,4,M,,,,
1950,14,2014,10367,DECAP,DEL.SEC.3 OESTE,93 D.P. JAGUARE,DECAP,DEL.SEC.3 OESTE,93 D.P. JAGUARE,2014,1,02/01/2014,06:00,C,Furto qualificado (art. 155 4o.),,RESIDENCIA,,,S.PAULO,,,C,Vitima,2,F,54.0,Branca,DO LAR,2 Grau incompleto
1951,14,2014,10370,DECAP,DEL.SEC.2 SUL,97 D.P. AMERICANOPOLIS,DECAP,DEL.SEC.2 SUL,97 D.P. AMERICANOPOLIS,2014,1,02/01/2014,13:40,C,Lesao corporal (art. 129),,,-2.367.255.372,-4.663.605.346,S.PAULO,R MAGDEBURGO,2,C,Averiguado,3,F,29.0,,DO LAR,
1952,14,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,2,04/02/2014,20:40,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.345.812.182,-4.666.660.674,S.PAULO,R SANTA RITA DE ITUETO,83,C,Condutor,1,M,24.0,Branca,POLICIAL CIVIL,Superior completo
1953,14,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,2,04/02/2014,20:40,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.345.812.182,-4.666.660.674,S.PAULO,R SANTA RITA DE ITUETO,83,C,Curador,3,F,41.0,Branca,AUXILIAR DE ESCRITORIO,2 Grau completo
1954,14,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,2,04/02/2014,20:40,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.345.812.182,-4.666.660.674,S.PAULO,R SANTA RITA DE ITUETO,83,C,Indiciado,6,M,20.0,Branca,DESEMPREGADO,2 Grau completo
1955,14,2014,20100,DECAP,DEL.SEC.4 NORTE,DEL.SEC.4 NORTE,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,2,04/02/2014,20:40,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.345.812.182,-4.666.660.674,S.PAULO,R SANTA RITA DE ITUETO,83,C,Condutor,1,M,24.0,Branca,POLICIAL CIVIL,Superior completo
1956,14,2014,20105,DECAP,DEL.SEC.4 NORTE,DEL.PROTECAO IDOSO- 4 SEC.,DECAP,DEL.SEC.4 NORTE,72 D.P. VILA PENTEADO,2014,6,30/06/2014,09:00,C,Lesao corporal (art. 129),,,-234.586.164,-4.667.109.467,S.PAULO,RUA ANTONIO LOPES DE BARROS,404,C,Indiciado,2,F,,Branca,,
1957,14,2014,20241,DECAP,DEL.SEC.8 SAO MATEUS,41 D.P. VILA RICA,DECAP,DEL.SEC.8 SAO MATEUS,41 D.P. VILA RICA,2014,1,02/01/2014,11:00,C,Roubo (art. 157),,CARGA,-2.357.429.127,-4.650.614.774,S.PAULO,R GEDIVALDO CALIXTO DE SOUZA,318,C,Testemunha,2,M,50.0,Branca,VIGILANTE,1 Grau incompleto
1958,14,2014,20250,DECAP,DEL.SEC.7 ITAQUERA,50 D.P. ITAIM PAULISTA,DECAP,DEL.SEC.7 ITAQUERA,68 D.P. LAGEADO,2014,1,01/01/2014,01:45,C,Roubo (art. 157),,VEICULO,-2.353.726.254,-4.640.976.365,S.PAULO,R CRUZ DO ESPIRITO SANTO,0,C,Indiciado,1,M,,Parda,,
1959,14,2014,30125,DEMACRO,DEL.SEC.SANTO ANDRE,02 D.P. MAUA,DEMACRO,DEL.SEC.SANTO ANDRE,02 D.P. MAUA,2014,1,03/01/2014,02:00,C,Furto (art. 155),,VEICULO,-2.369.033.749,-4.644.852.999,MAUA,R REPUBLICA DOMINICANA,128,C,Indiciado,2,I,,,,
1960,14,2014,30217,DEMACRO,DEL.SEC.GUARULHOS,07 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,09 D.P. GUARULHOS,2014,1,01/01/2014,13:32,C,Lesao corporal (art 129_9),,,-2.342.277.705,-4.649.738.752,GUARULHOS,R LAVRINHAS,0,C,Indiciado,4,M,33.0,Branca,AJUDANTE,1 Grau incompleto
1961,16,2014,10338,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,2014,1,01/01/2014,21:30,C,Roubo (art. 157),,INTERIOR DE VEICULO,-2.361.047.201,-4.670.837.245,S.PAULO,R DOM PAULO PEDROSA,573,C,Indiciado,1,M,,Parda,,
1962,16,2014,10338,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,DECAP,DEL.SEC.3 OESTE,34 D.P. MORUMBI,2014,1,01/01/2014,21:30,C,Roubo (art. 157),,INTERIOR DE VEICULO,-2.361.047.201,-4.670.837.245,S.PAULO,R DOM PAULO PEDROSA,573,C,Indiciado,2,M,,Parda,,
1963,16,2014,10358,DECAP,DEL.SEC.2 SUL,95 D.P. HELIOPOLIS,DECAP,DEL.SEC.2 SUL,95 D.P. HELIOPOLIS,2014,1,02/01/2014,15:00,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),,,-2.361.315.471,-4.658.937.815,S.PAULO,R HELIOPOLIS,30,C,Curador,3,M,46.0,,POLICIAL CIVIL,2 Grau completo
1964,16,2014,10366,DECAP,DEL.SEC.6 SANTO AMARO,92 D.P. P. STO ANTONIO,DECAP,DEL.SEC.6 SANTO AMARO,100 D.P. JDIM HERCULANO,2014,1,03/01/2014,,C,Furto (art. 155),,VEICULO,-2.368.033.889,-4.675.473.763,S.PAULO,R ROBERTO SELMI DEI,516,C,Vitima,1,M,50.0,Parda,ARTESAO(A),1 Grau completo
1965,16,2014,20221,DECAP,DEL.SEC.5 LESTE,21 D.P. VILA MATILDE,DECAP,DEL.SEC.8 SAO MATEUS,66 D.P. JDIM ARICANDUVA,2014,1,01/01/2014,13:30,C,Lesao corporal (art. 129),,,-2.355.737.815,-4.651.990.777,S.PAULO,AV ITAQUERA,199,C,Declarante,1,F,32.0,Branca,DO LAR,1 Grau incompleto
1966,16,2014,20221,DECAP,DEL.SEC.5 LESTE,21 D.P. VILA MATILDE,DECAP,DEL.SEC.8 SAO MATEUS,66 D.P. JDIM ARICANDUVA,2014,1,01/01/2014,13:30,C,Lesao corporal (art. 129),,,-2.355.737.815,-4.651.990.777,S.PAULO,AV ITAQUERA,199,C,Vitima,2,F,1.0,Branca,,Analfabeto
