NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS,DESCR_TIPO_PESSOA,CONT_PESSOA,SEXO_PESSOA,IDADE_PESSOA,COR,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
3,2014,30208,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,2014,1,01/01/2014,13:30,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.45179794,-46.47846814,GUARULHOS,R JATI,100,C,Indiciado,3,M,NULL,Preta,NULL,NULL
3,2014,30221,DEMACRO,DEL.SEC.GUARULHOS,09 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,09 D.P. GUARULHOS,2014,1,01/01/2014,22:00,C,Lesao corporal (art. 129),NULL,NULL,-23.40188137,-46.51214505,GUARULHOS,R COQUEIRO,58,C,Autor,3,M,26,Preta,NULL,NULL
3,2014,30221,DEMACRO,DEL.SEC.GUARULHOS,09 D.P. GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,09 D.P. GUARULHOS,2014,1,01/01/2014,22:00,C,Lesao corporal (art. 129),NULL,NULL,-23.40188137,-46.51214505,GUARULHOS,R COQUEIRO,58,C,Vitima,1,M,29,Preta,GESSEIRO(A),2 Grau completo 
3,2014,30321,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02 D.P. SUZANO,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.FERRAZ DE VASCONCELOS,2014,1,01/01/2014,00:30,C,Roubo (art. 157),NULL,VEICULO,-23.53726855,-46.36647362,FERRAZ DE VASCONCELOS,R POA,0,C,Vitima,1,F,46,Parda,CABELEIREIRO(A),2 Grau completo 
3,2014,30407,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.ITAPEVI,2014,1,01/01/2014,01:00,C,Lesao corporal culposa na direcao de veiculo automotor (Art. 303),NULL,NULL,-23.55076106,-46.93974489,ITAPEVI,AV PEDRO PAULINO,28,C,Vitima,1,M,30,Branca,MOTORISTA,NULL
20,2014,30105,DEMACRO,DEL.SEC.SANTO ANDRE,04 D.P. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,04 D.P. SANTO ANDRE,2014,1,01/01/2014,NULL,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,ESTABELECIMENTO COMERCIAL,-23.65265065,-46.53376759,S.ANDRE,AV DOM PEDRO II,339,C,Representante,1,F,21,Branca,ASSISTENTE ADMINISTRATIVO,2 Grau completo 
20,2014,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,06 D.P. S.BERNARDO DO CAMPO,2014,1,01/01/2014,18:30,C,Lesao corporal (art. 129),NULL,NULL,-23.73129215,-46.53496218,S.BERNARDO DO CAMPO,R JOAO TEIXEIRA COELHO,65,C,Autor/Vitima,5,M,28,Branca,MOTO-BOY,NULL
20,2014,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,06 D.P. S.BERNARDO DO CAMPO,2014,1,01/01/2014,18:30,C,Lesao corporal (art. 129),NULL,NULL,-23.73129215,-46.53496218,S.BERNARDO DO CAMPO,R JOAO TEIXEIRA COELHO,65,C,Autor/Vitima,6,M,42,Branca,ELETRICISTA,NULL
20,2014,30109,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,01 D.P. S.B.C-DR OMAR CASSIM,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,06 D.P. S.BERNARDO DO CAMPO,2014,1,01/01/2014,18:30,C,Lesao corporal (art. 129),NULL,NULL,-23.73129215,-46.53496218,S.BERNARDO DO CAMPO,R JOAO TEIXEIRA COELHO,65,C,Autor/Vitima,7,M,40,Branca,NULL,NULL
20,2014,30121,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05 D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,05 D.P. S.BERNARDO DO CAMPO,2014,1,04/01/2014,16:30,C,Furto (art. 155),NULL,OUTROS,-23.66677974,-46.57639285,S.BERNARDO DO CAMPO,AV CESAR MAGNANI,1,C,Vitima,1,F,36,Branca,DO LAR,1 Grau completo 
20,2014,30222,DEMACRO,DEL.SEC.GUARULHOS,DISE- DEL.SEC.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,07 D.P. GUARULHOS,2014,1,28/01/2014,14:00,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO COMERCIAL,-23.42366088,-46.43656002,GUARULHOS,R ALPES,351,C,Testemunha,3,M,47,NULL,ESCRIVAO(A),Superior completo
20,2014,30224,DEMACRO,DEL.SEC.GUARULHOS,DEL.INV.M.AMB.GUARULHOS,DECAP,DEL.SEC.5 LESTE,56 D.P. VILA ALPINA,2014,2,01/02/2014,15:00,C,Furto (art. 155),NULL,INTERIOR DE VEICULO,-23.58174104,-46.58122901,S.PAULO,R MARQUES DE PRAIA GRANDE,540,C,Vitima,1,F,35,Branca,FARMACEUTICO(A),Superior completo
20,2014,30303,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.GUARAREMA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.GUARAREMA,2014,1,06/01/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO BANCARIO,-23.66519732,-46.33488743,GUARAREMA,R FRANCISCO FREIRE,0,C,Vitima,2,F,69,Parda,DO LAR,1 Grau completo 
20,2014,30408,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.JANDIRA,2014,1,03/01/2014,05:30,C,A.I.-Lesao corporal culposa (art. 129. 6o.),NULL,NULL,-23.5335384,-46.91050514,JANDIRA,R DAS HORTENCIAS,55,C,Representante,3,F,29,Branca,NULL,1 Grau completo 
20,2014,30418,DEMACRO,DEL.SEC.OSASCO,05 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,06 D.P. OSASCO,2014,1,02/01/2014,NULL,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,ESTABELECIMENTO COMERCIAL,-23.54389781,-46.76801855,OSASCO,R DR CARLOS DE MORAIS BARROS,545,C,Representante,2,M,40,NULL,COMERCIANTE,2 Grau completo 
20,2014,30614,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,1,01/01/2014,22:25,C,Lesao corporal seguida de morte (art. 129 3o.),NULL,NULL,-23.62677035,-46.80850023,TABOAO DA SERRA,R CHICO MENDES,16,C,Condutor,4,M,28,NULL,POLICIAL MILITAR,Superior completo
20,2014,210102,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,02 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.8 SAO MATEUS,70 D.P. VILA EMA,2014,2,08/02/2014,16:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R SERRO FRIO,158,C,Testemunha,2,M,33,NULL,POLICIAL CIVIL,Superior completo
19,2014,10312,DECAP,DEL.SEC.7 ITAQUERA,59 D.P. JARDIM DOS IPES,DECAP,DEL.SEC.7 ITAQUERA,59 D.P. JARDIM DOS IPES,2014,1,02/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.50786479,-46.4055,S.PAULO,TV CAPRICHO RUSTICO,11,C,Vitima,1,F,56,Branca,DOMESTICA,1 Grau completo 
19,2014,10314,DECAP,DEL.SEC.3 OESTE,14 D.P. PINHEIROS,DECAP,DEL.SEC.3 OESTE,15 D.P. DR. LUC. H BEIGUELMAN,2014,1,01/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.58309213,-46.67143663,S.PAULO,R OSCAR PEREIRA DA SILVA,73,C,Vitima,2,F,32,Branca,DO LAR,Superior completo
19,2014,10337,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,DECAP,DEL.SEC.4 NORTE,74 D.P. PARADA TAIPAS,2014,1,02/01/2014,12:00,C,Roubo (art. 157),NULL,VEICULO,-23.5079591,-46.70690021,S.PAULO,R JOANA PEDROSO DOS SANTOS,4,C,Autor,2,M,NULL,Parda,NULL,NULL
19,2014,10369,DECAP,DEL.SEC.2 SUL,96 D.P. MONCOES,DECAP,DEL.SEC.6 SANTO AMARO,11 D.P. SANTO AMARO,2014,1,02/01/2014,16:20,C,Roubo (art. 157),NULL,OUTROS,-23.63400173,-46.69433131,S.PAULO,R HENRI DUNANT,1,C,Indiciado,4,M,19,Branca,NULL,NULL
19,2014,20218,DECAP,DEL.SEC.5 LESTE,18 D.P. ALTO DA MOOCA,DECAP,DEL.SEC.1 CENTRO,06 D.P. CAMBUCI,2014,1,06/01/2014,NULL,C,Furto (art. 155),NULL,TRANSEUNTE,-23.56785649,-46.62183178,S.PAULO,AV LINS DE VASCONCELOS,500,C,Vitima,1,M,51,Branca,MOTORISTA,1 Grau completo 
19,2014,20222,DECAP,DEL.SEC.7 ITAQUERA,22 D.P. SAO MIGUEL PTA,DECAP,DEL.SEC.7 ITAQUERA,22 D.P. SAO MIGUEL PTA,2014,1,03/01/2014,05:20,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.49899737,-46.43235429,S.PAULO,AV ROSARIA,400,C,Indiciado,2,F,NULL,Branca,NULL,NULL
19,2014,30119,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,04 D.P. S.BERNARDO DO CAMPO,DEMACRO,DEL.SEC.S.BERNARDO DO CAMPO,04 D.P. S.BERNARDO DO CAMPO,2014,1,08/01/2014,08:37,C,Homicidio simples (art. 121),NULL,NULL,-23.7783872,-46.52880932,S.BERNARDO DO CAMPO,ANCHIETA,42,C,Vitima,1,F,NULL,Parda,NULL,NULL
19,2014,30202,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.CAIEIRAS,DECAP,DEL.SEC.3 OESTE,91 D.P. CEASA,2014,1,02/01/2014,20:40,C,Roubo (art. 157),NULL,VEICULO,-23.4856887,-46.72490738,S.PAULO,AV RAIMUNDO PEREIRA DE MAGALHAES,0,C,Vitima,1,M,41,Branca,MOTORISTA,1 Grau incompleto
19,2014,30304,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,2014,1,01/01/2014,23:29,C,Homicidio culposo na direcao de veiculo automotor (Art. 302),NULL,NULL,-23.44315691,-46.29940327,ITAQUAQUECETUBA,EST DO PINHEIRINHO,0,C,Testemunha,2,M,31,NULL,POLICIAL MILITAR,Superior completo
19,2014,30304,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.POL.ITAQUAQUECETUBA,2014,1,01/01/2014,23:29,C,Homicidio culposo na direcao de veiculo automotor (Art. 302),NULL,NULL,-23.44315691,-46.29940327,ITAQUAQUECETUBA,EST DO PINHEIRINHO,0,C,Vitima,3,M,55,Branca,NULL,NULL
19,2014,30317,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.PROTECAO IDOSO MOGI CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,04 D.P. MOGI DAS CRUZES,2014,1,18/01/2014,NULL,C,Furto (art. 155),NULL,RESIDENCIA,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),MOGI DAS CRUZES,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),C,Averiguado,3,M,32,Preta,DESEMPREGADO,1 Grau completo 
19,2014,30434,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.DEF.MUL. COTIA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.COTIA,2014,1,05/01/2014,19:30,C,Lesao corporal (art. 129),NULL,NULL,-23.63222021,-46.9402579,COTIA,RUA ZIMBISKI,0,C,Testemunha,3,F,NULL,Branca,NULL,NULL
19,2014,30438,DEMACRO,DEL.SEC.OSASCO,DEL.PROTECAO IDOSO OSASCO,DEMACRO,DEL.SEC.OSASCO,05 D.P. OSASCO,2014,1,27/01/2014,12:00,C,Roubo (art. 157),NULL,OUTROS,-23.52838555,-46.77547389,OSASCO,R DONA PRIMITIVA VIANCO,0,C,Vitima,1,M,69,Parda,APOSENTADO(A),1 Grau completo 
16,2014,30222,DEMACRO,DEL.SEC.GUARULHOS,DISE- DEL.SEC.GUARULHOS,DEMACRO,DEL.SEC.GUARULHOS,03 D.P. GUARULHOS,2014,1,23/01/2014,14:30,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.45415967,-46.4742395,GUARULHOS,R BIRIGUI,0,C,Adolescente infrator,3,M,15,Parda,DESEMPREGADO,1 Grau completo 
16,2014,30307,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02 D.P. MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,03 D.P. MOGI DAS CRUZES,2014,1,01/01/2014,18:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.58612435,-46.2317237,MOGI DAS CRUZES,R SAO MARCELO,210,C,Condutor,1,M,41,NULL,POLICIAL MILITAR,2 Grau completo 
16,2014,30307,DEMACRO,DEL.SEC.MOGI DAS CRUZES,02 D.P. MOGI DAS CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,03 D.P. MOGI DAS CRUZES,2014,1,01/01/2014,18:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.58612435,-46.2317237,MOGI DAS CRUZES,R SAO MARCELO,210,C,Vitima,2,F,36,Branca,AGRICULTOR(A),1 Grau completo 
16,2014,30317,DEMACRO,DEL.SEC.MOGI DAS CRUZES,DEL.PROTECAO IDOSO MOGI CRUZES,DEMACRO,DEL.SEC.MOGI DAS CRUZES,01 D.P. MOGI DAS CRUZES,2014,1,21/01/2014,14:00,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.64352587,-46.33966668,MOGI DAS CRUZES,PASSAGEM SUBTERRANEA ENG.OSVALDO CRE,0,C,Averiguado,4,M,27,Preta,NULL,NULL
16,2014,30404,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU DAS ARTES,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.EMBU DAS ARTES,2014,1,02/01/2014,09:30,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO COMERCIAL,-23.64760965,-46.84849164,EMBU,R PAULO DO VALE,356,C,Vitima,1,M,44,Branca,PROJETISTA,Superior incompleto
16,2014,30406,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,DEL.POL.ITAPECERICA DA SERRA,2014,1,01/01/2014,16:00,C,Lesao corporal (art. 129),NULL,NULL,-23.71811391,-46.85315024,ITAPECERICA DA SERRA,R ALVARO DE ALMEIDA LEME,244,C,Autor,2,F,NULL,Branca,OPERADOR(A) TELEMARKETING,NULL
16,2014,30434,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.DEF.MUL. COTIA,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.POL.COTIA,2014,1,03/01/2014,14:00,C,Lesao corporal (art 129_9),NULL,NULL,-23.62038755,-46.92701799,COTIA,R DAS MORANGUEIRAS,323,C,Vitima,1,F,35,Branca,NULL,2 Grau completo 
16,2014,30436,DEMACRO,DEL.SEC.OSASCO,09 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,09 D.P. OSASCO,2014,1,01/01/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO-OUTROS,-23.52908744,-46.77012061,OSASCO,R SANAZAR MARDIROS,536,C,Autor,2,I,NULL,NULL,NULL,NULL
16,2014,30436,DEMACRO,DEL.SEC.OSASCO,09 D.P. OSASCO,DEMACRO,DEL.SEC.OSASCO,09 D.P. OSASCO,2014,1,01/01/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,ESTABELECIMENTO-OUTROS,-23.52908744,-46.77012061,OSASCO,R SANAZAR MARDIROS,536,C,Representante,1,M,59,Branca,COMERCIANTE,Superior incompleto
16,2014,180401,DPPC- DEP.POL.PROT A CIDADANIA,DPPC-DEP.POL.PROT.A CIDADANIA,01 DEL.CRIME C/FAZENDA,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,6,05/06/2014,NULL,C,Furto qualificado (art. 155 4o.),NULL,INTERIOR DE VEICULO,-23.53852702,-46.64708572,S.PAULO,AVENIDA SAO JOAO,1350,C,Vitima,1,M,40,Branca,INVESTIGADOR DE POLICIA,Superior incompleto
16,2014,200110,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - DECRADI,DECAP,DEL.SEC.4 NORTE,73 D.P. JACANA,2014,1,25/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.43243918,-46.59410206,S.PAULO,R NOVE,18,C,Autor,3,M,NULL,Branca,NULL,NULL
16,2014,200110,DHPP,DHPP - DEP. HOM. PROTECAO PESSOA,DHPP - DECRADI,DECAP,DEL.SEC.4 NORTE,73 D.P. JACANA,2014,1,25/01/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,-23.43243918,-46.59410206,S.PAULO,R NOVE,18,C,Vitima,1,M,20,Branca,ADMINISTRADOR FINANCEIRO,2 Grau completo 
12,2014,210101,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,01 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.6 SANTO AMARO,99 D.P. CAMPO GRANDE,2014,2,02/02/2014,19:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R NIDERAU FELIX MACHADO,250,C,Indiciado,3,M,42,Parda,AUTONOMO(A),1 Grau completo 
12,2014,210101,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,01 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.6 SANTO AMARO,99 D.P. CAMPO GRANDE,2014,2,02/02/2014,19:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R NIDERAU FELIX MACHADO,250,C,Testemunha,2,M,45,NULL,POLICIAL CIVIL,2 Grau completo 
12,2014,210102,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,02 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.7 ITAQUERA,103 D.P. COHABII/ITAQU.,2014,1,21/01/2014,17:30,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.66488277,-46.59842403,S.PAULO,R FELIX CAPELLA,37,C,Adolescente infrator,4,M,16,Preta,ESTUDANTE,1 Grau completo 
12,2014,210102,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,02 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.7 ITAQUERA,103 D.P. COHABII/ITAQU.,2014,1,21/01/2014,17:30,C,A.I.-Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.66488277,-46.59842403,S.PAULO,R FELIX CAPELLA,37,C,Curador,7,F,36,NULL,DO LAR,2 Grau completo 
12,2014,210104,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,04 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.4 NORTE,19 D.P. VILA MARIA,2014,2,11/02/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,AV DR BENEDITO ESTEVAM DOS SANTOS,60,C,Condutor,1,M,49,NULL,POLICIAL CIVIL,2 Grau completo 
12,2014,210104,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,04 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.4 NORTE,19 D.P. VILA MARIA,2014,2,11/02/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,AV DR BENEDITO ESTEVAM DOS SANTOS,60,C,Indiciado,4,M,33,Parda,NULL,2 Grau completo 
12,2014,210104,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,04 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.4 NORTE,19 D.P. VILA MARIA,2014,2,11/02/2014,18:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,AV DR BENEDITO ESTEVAM DOS SANTOS,60,C,Testemunha,2,M,41,NULL,POLICIAL CIVIL,1 Grau completo 
12,2014,210105,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,05 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,01 D.P. SE,2014,1,21/01/2014,15:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,NULL,NULL,S.PAULO,R DO CARMO,93,C,Testemunha,3,M,42,NULL,INVESTIGADOR(A),2 Grau completo 
12,2014,270109,DEMACRO,DEL.SEC.TABOAO DA SERRA,SETOR HOM.SEC. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. EMBU DAS ARTES,2014,5,24/05/2014,22:47,T,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,-23.65024923,-46.79465782,EMBU,RUA ALVARENGA PEIXOTO,83,T,Autor,6,M,44,Parda,POLICIAL MILITAR,2 Grau completo 
12,2014,270109,DEMACRO,DEL.SEC.TABOAO DA SERRA,SETOR HOM.SEC. TABOAO DA SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. EMBU DAS ARTES,2014,5,24/05/2014,22:47,T,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,-23.65024923,-46.79465782,EMBU,RUA ALVARENGA PEIXOTO,83,T,Condutor,2,M,25,NULL,POLICIAL MILITAR,1 Grau completo 
12,2014,280203,DEMACRO,DEL.SEC.SANTO ANDRE,SETOR HOM.SEC. SANTO ANDRE,DEMACRO,DEL.SEC.SANTO ANDRE,DEL.POL.RIBEIRAO PIRES,2014,4,29/04/2014,09:50,C,Homicidio simples (art. 121),Morte decorrente de intervencao policial (RES. SSP 05 - 07/01/2013),NULL,-23.69351239,-46.44127655,RIBEIRAO PIRES,RUA VANDO BOTARO,38,C,Vitima,9,M,36,Parda,AJUDANTE,2 Grau completo 
12,2014,280403,DEMACRO,DEL.SEC.CARAPICUIBA,DEL.PROTECAO IDOSO CARAPICUIBA,DEMACRO,DEL.SEC.CARAPICUIBA,02 D.P. CARAPICUIBA,2014,2,20/02/2014,NULL,C,Lesao corporal (art. 129),NULL,NULL,NULL,NULL,CARAPICUIBA,R DA FELICIDADE,26,C,Vitima,1,F,89,Parda,APOSENTADO(A),Analfabeto
20,2014,210103,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,03 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,22/01/2014,15:30,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.53469476,-46.64248857,S.PAULO,AL BARAO DE PIRACICABA,155,C,Indiciado,1,M,25,Preta,DESEMPREGADO,Analfabeto
20,2014,210106,DENARC - DEPTO INV. SOBRE NARCOTICOS,DENARC -DEPTO EST PREV REPR NARCOTRAFICO,06 DELEGACIA DA DISE - DENARC,DECAP,DEL.SEC.1 CENTRO,77 D.P. SANTA CECILIA,2014,1,23/01/2014,15:30,C,Lesao corporal (art. 129),NULL,NULL,NULL,NULL,S.PAULO,AL BARAO DE PIRACICABA,290,C,Indiciado,2,I,NULL,NULL,NULL,NULL
20,2014,270102,DEMACRO,DEL.SEC.TABOAO DA SERRA,DISE- DEL.SEC.TABOAO SERRA,DEMACRO,DEL.SEC.TABOAO DA SERRA,01 D.P. TABOAO DA SERRA,2014,2,12/02/2014,17:00,C,Drogas sem autorizacao ou em desacordo (Art.33 caput),NULL,NULL,-23.6338466,-46.79498406,TABOAO DA SERRA,R RODRIGUES ALVES,100,C,Testemunha,3,M,48,Branca,POLICIAL,2 Grau completo 
20,2014,280303,DEMACRO,DEL.SEC.DIADEMA,DEL.PROTECAO IDOSO DIADEMA,DEMACRO,DEL.SEC.DIADEMA,01 D.P. DIADEMA,2014,2,20/02/2014,16:00,C,Lesao corporal (art. 129),NULL,NULL,-23.48515805,-46.894118,DIADEMA,R DOS SIGNOS,191,C,Averiguado,3,M,45,Preta,SEGURANCA,1 Grau incompleto
20,2014,280501,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DISE- DEL.SEC.FRANCO DA ROCHA,DEMACRO,DEL.SEC.FRANCO DA ROCHA,DEL.POL.FRANCO ROCHA,2014,1,27/01/2014,15:25,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.33290676,-46.70981627,FRANCO DA ROCHA,R JOSE PRIMO LERUSSI,1631,C,Vitima,1,F,26,Branca,PROFESSOR(A),Superior completo
21,2014,10109,DECAP,DEL.SEC.1 CENTRO,01 DEL.DEF.MUL. CENTRO,DECAP,DEL.SEC.1 CENTRO,05 D.P. ACLIMACAO,2014,1,08/01/2014,11:52,C,Lesao corporal (art 129_9),NULL,NULL,-23.55397073,-46.6402803,S.PAULO,R AGUIAR DE BARROS,161,C,Autor/Vitima,3,F,52,Branca,PSICOLOGO(A),Superior completo
21,2014,10211,DECAP,DEL.SEC.6 SANTO AMARO,11 D.P. SANTO AMARO,DECAP,DEL.SEC.6 SANTO AMARO,99 D.P. CAMPO GRANDE,2014,1,01/01/2014,15:40,C,Furto qualificado (art. 155 4o.),4o. Se o crime_cometido:,RESIDENCIA,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),S.PAULO,Informacao restrita (art. 31 da LAI),Informacao restrita (art. 31 da LAI),C,Condutor,1,M,32,Branca,POLICIAL MILITAR,2 Grau completo 
21,2014,10212,DECAP,DEL.SEC.6 SANTO AMARO,DEL.PROTECAO IDOSO- 6 SEC.,DECAP,DEL.SEC.6 SANTO AMARO,11 D.P. SANTO AMARO,2014,2,20/02/2014,14:00,C,Roubo (art. 157),NULL,TRANSEUNTE,-23.645769,-46.69800553,S.PAULO,R NOVE DE JULHO,400,C,Vitima,1,M,46,Branca,EMPRESARIO(A),1 Grau completo 
